dialog_id,speaker,text
3131,spk0," No , I just started working here at IBM , I am in the sale department . "
3131,spk1, What do you do there ? 
3131,spk0," I main market reasearch , and you ? "
3131,spk1," I ' Ve beaning worked IBM for years . I am vested personnel file system , He is the after sale survise director . he such a nice boss , I like working for him . "
3131,spk0," Really ? I don't believe I would met him , is he here now ? "
3131,spk1," Yes , That's him over there - the taller , handsome one . Would you let me introduce you ? "
3131,spk0," Thanks , that's would be lovely.You ' r right , he is kind and nice looking . "
3132,spk0,"Hey John , did you register for classes yet ? "
3132,spk1, I register this Friday . 
3132,spk0, What classes do you plan on taking ? 
3132,spk1," I really want to take the communication class , but I don't know if it will be available . "
3132,spk0, Is that class really that popular ? 
3132,spk1," Yeah . I tried to get in last semester , but it was full by the time I registered . "
3132,spk0, What other classes are you going to take ? 
3132,spk1," I still need to take English 201 , but I really don't like writing . "
3132,spk0," I took that class already . There is a lot of writing , but it's not that bad . "
3132,spk1, Oh really ? Who was the instructor ? There are like 4 different instructors to choose from . 
3132,spk0, I had Professor Mahoney . 
3132,spk1, Is he an easy grader ? 
3132,spk0," I'm not sure if he is or not , but I thought he was definitely fair . "
3132,spk1, Do you mind if I ask you what you got ? 
3132,spk0, Not at all . I got a 3.8 . 
3132,spk1," Well , what did you get in English 101 last year ? "
3132,spk0, I got a 4.0 in that class . 
3132,spk1," Well , I can't compare to you . I got a 3.1 in English 101 . That means if you got a lower grade in English 201 , it must be harder . "
3132,spk0," It's not what it appears . I actually tried harder in the 101 class . If I put as much effort into the 201 class , I would have received the same grade . "
3132,spk1, Oh . That helps . Thanks . 
3133,spk0,Mr . Smith is really a thorough drag . 
3133,spk1, What is it ? 
3133,spk0, He's endless talking about stocks almost bores me to death . 
3133,spk1, Don't you like to know anything about stocks ? 
3133,spk0, I'm not at all keen on this subject . 
3134,spk0,"Hello , Green here . "
3134,spk1," Oh , Mr Green , my name is Jianshan . You don't know me , but I'm a friend of David Smith . "
3134,spk0," Oh , yes . "
3134,spk1," When I told David I was coming here to live , he give me your number , and suggest that I give your a ring . I was wondering if you could give me some advices . "
3134,spk0, I'll be please to if I can . What can I do for you ? 
3134,spk1," Well , I'm looking for a place to live . David thought as you are a @ agent . you might know something is suitable . "
3134,spk0," Yes , I think I can help you . Why not you come around and see me ? Do you know my office ? "
3134,spk1," Yes , I've got the address . "
3134,spk0," Good , where are you now ? "
3134,spk1, I'm at the post office . 
3134,spk0," oh , well , that's just a few minutes walk to my office , come around and see me now . "
3134,spk1," Thank you very much , Mr Green . "
3134,spk0, Not at all . 
3135,spk0,Like to come over to our fancy dress party ? 
3135,spk1, Oh shame ! I have a class tomorrow . 
3135,spk0," Well , then join us some other time . "
3135,spk1, Yeah . Thanks . And have fun ! 
3136,spk0,What are your plans for today ? 
3136,spk1, Nothing special . 
3136,spk0, Would you like to have dinner with me at King Hotel at 7pm ? 
3136,spk1, I'd like to . See you then . 
3137,spk0,Could you do me a favour ? I don ’ t understand this French document . 
3137,spk1," Oh , this is over my head . It ’ s too professional . "
3138,spk0,School has added several new courses to our grade this semester . I have more homework to do now . 
3138,spk1," What's your favorite course , Daniel ? "
3138,spk0, I like science most . 
3138,spk1, Science ? That's a surprise . 
3138,spk0, Surprise ? 
3138,spk1, I thought you would like PE . 
3138,spk0," I do like PE , but I am interested in science . "
3138,spk1, Are you interested in science ? I can't believe it . 
3138,spk0," Through this course , I can learn more about the world around us clearly . "
3138,spk1, Your parents would be happy if they knew that . Because you are always a naughty boy . 
3138,spk0, Naughty ? I'm naughty ? I'm just clever . So I only do the things I am interested in . 
3138,spk1, Hope so . 
3139,spk0,"Hi , Tony . Haven ’ t seen you for a long time . How have you been ? "
3139,spk1," OK , I ’ Ve been looking for a job for days , and I haven ’ t found one yet . It's so hard finding work these days . Have you had any luck ? "
3139,spk0," Yes , I've got a job , a waiter's job in a restaurant . "
3139,spk1, Are you well paid ? 
3139,spk0," Well , $ 10 per hour , but I can keep the tips . That comes to roughly $ 80 every evening "
3139,spk1, Not bad . 
3139,spk0," Actually , there's still another opening . If you are interested , you ’ ll surely get it . "
3139,spk1, That ’ s great ! I ’ ll go there right now and speak with the boss . 
3139,spk0, There ’ s no rush . You can see him tomorrow . I ’ Ve told him about you . He promised to give you the job . 
3139,spk1," That was nice of you , Susan . Thanks a lot . "
3139,spk0," Think nothing of it , Tony . I ’ m sure you ’ d do the same for me . "
3139,spk1," Could you tell me a bit more about the work there ? I mean , those dos and don'ts . I am a green hand , you know . "
3139,spk0," First of all , you must be punctual . You should be there before 6 p . m . so that you will have half an hour for preparation changing clothes and things like that . Then , remember you should smile . Smile to your customers all the time . Never pull a long face even If you feel awful that day . Anything else ? Oh , yes . Never argue with your boss . Learn to say ' Yes , sir . ' "
3139,spk1," Be a yes-man , you mean ? "
3139,spk0, You may put it that way if you like . Don ’ t worry . You ’ ll have no problem . 
3139,spk1, I hope not . 
3140,spk0,"Hi , Tim , any news about your job interview ? "
3140,spk1," Yeah , I didn't get the job in the end . "
3140,spk0," Oh , what a pity ! "
3140,spk1," It's ok , that's life . "
3141,spk0,"Hello , Kith , can you and Alice come around this evening ? We prefer your coming . "
3141,spk1, I think we would be able to make it.What time shall we come ? 
3141,spk0, About 7 o'clock . 
3141,spk1, Shall we bring any thing ? Some wine ? 
3141,spk0," No , not really.Just bring yourselves . We would like to your presence . "
3142,spk0,"Tom , I married Julia last month . Have you already known it ? "
3142,spk1," No , I haven't . I'm so surprised at the news . "
3142,spk0," Indeed , we got married too soon . "
3142,spk1, Congratulations . But have you heard the proverb that if one gets married too hurriedly one may regret it for a long time ? 
3142,spk0," Yes . However , I believe that marriage comes by destiny . I knew I would marry Julia when I met her at the first time . "
3142,spk1, How's your married life ? 
3142,spk0, We're happy together now . 
3142,spk1, I have to say you're a well-matched couple . 
3142,spk0, Thank you ! 
3143,spk0,What did you learn at the workshop you went to yesterday ? Do you think it was worth the investment to go ? 
3143,spk1," Yeah , I really got a lot of the session . The workshop topic was resolving personal problems . It was led by a professional human resources director . The teacher had a lot of experience , and I think we were all given a really good base to start with . "
3143,spk0," The workshop was only one afternoon long , do you really think you can learn that much in only a couple of hours ? "
3143,spk1," It depends on the topic , the teacher , and the way the course is set up . Yesterday , even though we only had a short time to discuss the issues , the workshop got us all thinking . We learned some very basic , but very useful methods of dealing with personnel issues . "
3143,spk0, Sounds like you really learned a lot . 
3143,spk1, I did ... I just hope I can implement all these great ideas that we shared . 
3144,spk0,Every teacher likes him . 
3144,spk1, They say he can sum up like winking . 
3144,spk0, How he manages to do that is always a mystery to me . 
3144,spk1, Maybe he's gifted in that . 
3145,spk0,There's just one catch . Zina asked me to let you know . 
3145,spk1, What ? 
3145,spk0, She promised that we'd be ready to start tracking the Stars.com web site by the end of next week . 
3145,spk1, What ! ? It'll be a miracle if we're ready by the end of the month ! Is she crazy ? 
3145,spk0," Yes , I think she is just a little bit crazy . "
3145,spk1, Crazy is too kind . Insane is more like it . Nuts ! Wacko ! Psycho ! 
3146,spk0,Would you like to have some more wine ? 
3146,spk1, Sure.thanks . 
3146,spk0, Say when . 
3147,spk0,I ’ m terribly sorry to cause you so much trouble . 
3147,spk1, That ’ s alright . 
3148,spk0,Do you know where Helen is ? 
3148,spk1, She's gone to a flower shop . Today is her husband's birthday . 
3148,spk0, That reminds me . My wedding anniversary is tomorrow . 
3149,spk0,What sport do you like the most ? 
3149,spk1, I like baseball the best . 
3149,spk0, Me too . Did you play when you were a kid ? 
3149,spk1, Yeah . I played until I graduated from high school . 
3149,spk0, What position did you play ? 
3149,spk1," I think I tried every position , but the last few years , I played third base . "
3149,spk0, I hate third base . It's scary when the ball is coming at you so fast . 
3149,spk1," It was scary at first , but after awhile , I got used to it . If you have fast reflexes , then it's not really a problem . What position did you play ? "
3149,spk0, I played outfield . I hated the infield because I never figured out all the bounces . 
3149,spk1," I wish I could play again , but there isn't much opportunities around here . "
3149,spk0," I'm on a softball league . It's not fast pitch , but it's still fun . You wanna join our group ? "
3149,spk1, When do you guys play ? 
3149,spk0, We play either Tuesdays or Thursdays . 
3149,spk1, Sounds pretty fun . I'll come out and join you next time . 
3150,spk0,Jane's mother always wants her to marry a big shot . J 
3150,spk1," That is just wishful thinking . The cost of higher education has increased in recent years , faster than the cost of living . So she wants Jane's brother to go on studying and earn his doctorate by means of it . "
3150,spk0, But it's unfair for Jane . 
3151,spk0,I'm back . 
3151,spk1, What have you done ? 
3151,spk0, Going shopping . It tires me too much . 
3151,spk1, Why don't you go shopping online ? 
3151,spk0, Can I ? 
3151,spk1, Why not ? Let me recommend a website . 
3151,spk0, OK . What does it sell ? 
3151,spk1, It sells almost everything you can see in the department . 
3151,spk0, That's great . 
3152,spk0,"Hey Nick , what are you up to ? "
3152,spk1," Not much , just heading over to the shooting range . You wanna come ? "
3152,spk0, Seriously ? You mean to fire a real weapon ? I don ’ t know man . 
3152,spk1," Yeah , it will be fun ! I have a 9mm pistol that is really easy to shoot . I also have a revolver that ’ s really fun too ! They have big targets at the range that we could use to practice and improve you "
3152,spk0, Yeah that would be cool ! Maybe I can also have a try at other weapons like a machine gun or a shotgun ! Maybe even a rocket launcher or an anti tank missile ! Or what about a flame thrower ! 
3152,spk1," Whoa , take it easy there Rambo . Don ’ t get carried away . These weapons are not toys , and you must first learn how to handle them properly . There are basic rules that you must abide by in order to be "
3152,spk0," Wow , I didn ’ t know ! It always looks so cool and easy in the movies ! "
3152,spk1," The reality is different you know , running and firing a weapon is a lot harder than in the movies ! So are you ready ? "
3152,spk0, Let ’ s do it ! 
3153,spk0,I went out with Leo last night . It was really exciting . 
3153,spk1," Really ? You are a lucky dog . You know , many girls dream of dating him . "
3153,spk0," Yes , I know . He's really on the A-list . "
3154,spk0,What kind of note are you taking there . That looks like doodle to me . 
3154,spk1, It's picture association of the concept that the professor taught today . 
3154,spk0, Does that actually work for you ? 
3154,spk1, I don't really know for sure yet . I'll tell you after the test on Friday . 
3154,spk0, I like to use shorthand note taking . 
3154,spk1," I was told once that the more time you spend writing , the less you are paying attention and so you miss stuff . "
3154,spk0, Hmm . I never thought about it that way . 
3154,spk1," One time I tried just listening , no notes , no pictures . I think I really learned more that day . "
3155,spk0,I heard that ben is forming his own band . 
3155,spk1, It will be a rock and roll band probably . He ’ s a very good guitarist . 
3155,spk0," Can you play a musical instrument ? If you can , he might ask you to join the band . "
3155,spk1," I can play drums , but I haven ’ t played for a while . I ’ m not sure I ’ d be good enough to play in a band . "
3155,spk0, I wish I could play a musical instrument . I love music . 
3155,spk1," Nowadays , you can be a DJ . You can mix dance music . You don't need to be able to play music instrument or thing . "
3155,spk0," I love to try it , but the instrument is expensive and it was still need to take a lot of practice . "
3155,spk1," You know , you could probably get a computer program that would help you . You already have a computer , so you could use that to help you mix some music . "
3155,spk0," That ’ s a great idea . I ’ ll search for some information on the internet . If it ’ s possible to do , the internet will have some information about it . "
3156,spk0,It's one of the highlights of the match . 
3156,spk1, What ? 
3156,spk0, The wonderful passing Melaena did . 
3156,spk1, Too bad I missed it . 
3157,spk0,"Susan has been down recently . I saw her this morning , she looked terrible ! "
3157,spk1, You have any idea why ? 
3157,spk0, She broke up with her boyfriend . 
3157,spk1, I heard her boyfriend is married . 
3157,spk0, She still loves him . That's why she feels upset . Her love is always hard and confusing ... 
3157,spk1, Then what about you ? How are you getting on with your boyfriend ? 
3157,spk0, He sometimes really drives me crazy . 
3158,spk0,Your tree looks beautiful . Do you decorate it this way every year ? 
3158,spk1," Yes , it's a family tradition dating back to my childhood . We use the same lights and ornaments , but of course we have a new tree each year.The children made some of these decorations . Here , you can hang this on one of those high branches . "
3158,spk0," Well , everything seems to be just about ready . Now all we need is snow.Do you exchange the presents in the morning ? "
3158,spk1," Oh , yes . The kids are too excited to wait . After we clean up the mess all the empty boxes and the wrapping paper we have a big breakfast . Then the kids have the whole day to play with their new toys . "
3158,spk0," And we'll have a great turkey dinner at around four o'clock . My brother and his family will be joining us . I look forward to meeting them . Well , it's late , so I'll say good night . I'll see you early tomorrow , so I can share your Christmas morning.Good night ! "
3159,spk0,Has your family lived here for long ? 
3159,spk1, Five and a half years . We moved here on the first of November . 
3159,spk0, You have a fantastic view . 
3159,spk1, Yes . I love living here . 
3159,spk0, Look ! You can see the village way down in the valley . 
3159,spk1, Yes . It ’ s a lovely view . 
3160,spk0,"Hi , Mary . I haven't seen you in ages ! I heard that you and Daniel are getting married on August 8th , the opening day of the 2008 Olympic Games . Is it true ? "
3160,spk1," yes , it is . We've been dating for over 7 years . We have decided to get married on a special day and we think August 8th , 2008 is a red-letter day . "
3160,spk0, good for you ! It sounds like you've done a lot of planning in a very short time . 
3160,spk1," yes , there is a lot of to be taken care of---wedding photos , wedding dress , catering , transport , hotel , etc ... "
3160,spk0, is everything ready now ? 
3160,spk1," almost . The only thing that isn't ready is the hotel . As a lot of people have chosen that day to get married , it is hard to find a hotel that isn't too expensive . "
3160,spk0, have you tried The Peninsula Palace Beijing ? My wedding reception was held there and they did an excellent job . 
3160,spk1," yes , we called , but it is booked up . The only choice is the Regent Beijing but we haven't made up our minds yet . "
3160,spk0," it's an excellent hotel . A friend of mine had her wedding reception there and said it was perfect , though very expensive . "
3160,spk1, that's why we want to have a look at other hotels . We don ’ t want to spend too much on an extravagant wedding reception . 
3160,spk0, I guess you're right . I can help you ask other hotels . I am sure there are probably some available . 
3160,spk1, thank you . 
3160,spk0, my pleasure . 
3161,spk0,"Are you doing something on Saturday evening ? If not , welcome to my new apartment . "
3161,spk1, You moved to a new place ? 
3161,spk0," Yes , I have been busy emptying the packing boxes and cleaning up the mats . Right now , it looks like a home . I would like to have a small celebration party . Please do come . "
3161,spk1, Thank you for inviting me . Sounds lovely ! I would like to come . Where is your new apartment ? 
3161,spk0," It is in the DX community , Room 306 , No . 2 building . It is very easy to find . Just ask the guard at the entrance . "
3161,spk1, Who else will come ? 
3161,spk0," I invited all the colleagues in our department and also my former neighbor , Paul . He is a very good person . You should meet him . "
3161,spk1," Ok , I will be there around 6 . Is that ok for you ? "
3161,spk0," Yes , great . I am happy you are coming . "
3162,spk0,"What are you doing over the weekend , Sara ? "
3162,spk1, I'm planing to go balling tonight . Tomorrow I was hoping to see a movie . What about you ? 
3162,spk0," I want to go camping , you know , just get a way for the weekend . I'm not sure I'll be able to , though . "
3162,spk1, Why not ? 
3162,spk0," Well , I have a lot of work . I'll see how to goes . "
3163,spk0,What brings you to Beijing ? 
3163,spk1, I'm here on business . 
3164,spk0,"I've heard that you've made a new strange friend recently , Sophie . "
3164,spk1," Yes . He is an old man with a great sense of humour . Not only can he play the piano , he also draws pictures very well . "
3164,spk0, So you can learn a lot from him . 
3164,spk1," Yeah , he has no children , so he sometimes feel s very lonely . I often go to his house to play and talk with him . That makes him feel very happy . "
3165,spk0,Happy new year ! 
3165,spk1, Thank you . Same to you . 
3165,spk0, Have you got any plans ? 
3165,spk1," I've been invited over to a friend's , and you ? "
3165,spk0, My roommate's having a party . 
3166,spk0,I can't wait to go skiing tomorrow . 
3166,spk1, I know . It's going to be so much fun . 
3166,spk0, I always get excited the day before . 
3166,spk1, I used to be like that . But I go skiing so often that I don't get excited anymore . 
3166,spk0," I only go skiing twice a year , so it's a real treat for me . "
3166,spk1, That makes sense . 
3166,spk0, What things make you excited ? 
3166,spk1," Whenever I go to Vegas , I get really excited . "
3166,spk0, Oh ... that makes me excited too ! 
3166,spk1, Looks like anything fun makes you excited . 
3167,spk0,I heard you are busy with your new house now ? 
3167,spk1," Yeah , I want my own house very much , so I decide to buy one . "
3167,spk0, Let meet this right — — do you want to buy the house ? 
3167,spk1, Yeah . This is a big house with a garden . I like it very much . 
3167,spk0, But it is far from downtown . Living here is very inconvenient . 
3167,spk1, It is very quiet and peaceful . This is what I want . 
3168,spk0,What can I do for you ? 
3168,spk1," I was looking for a book , but I couldn ’ t find it . "
3168,spk0, Did you check our database to see if it was on the shelf ? 
3168,spk1, I already did . 
3168,spk0, Is it on the shelf ? 
3168,spk1, I didn ’ t see it . 
3168,spk0, Apparently somebody took that book out of the library . 
3168,spk1, Will you ever get another copy ? 
3168,spk0, We will definitely be getting another . 
3168,spk1, Could you please reserve it for me ? 
3168,spk0, That won ’ t be a problem . 
3168,spk1, Thanks . I really appreciate that . 
3169,spk0,When can we expect you and your daughter for dinner ? Next Saturday ? 
3169,spk1, Next Saturday ? I ’ m sorry . I ’ Ve promised to go to a Chinese Opera with my daughter . 
3169,spk0, How about Sunday then ? 
3169,spk1," Yes , Sunday sounds fine . What time ? "
3169,spk0, Does six thirty suit you ? 
3169,spk1, It suits us fine . We ’ ll see you then . 
3169,spk0," Thanks , goodbye . "
3170,spk0,Do you mind helping me ? 
3170,spk1, What can I help you with ? 
3170,spk0, I'm not sure how to find my next class . 
3170,spk1, Do you know what building that it's in ? 
3170,spk0," The C building , I think . "
3170,spk1," Well , that's not far away . "
3170,spk0, Could you point me in that direction ? 
3170,spk1, Do you know what the room number is ? 
3170,spk0, It's C261 . 
3170,spk1, My next class is around there . 
3170,spk0, Can you show it to me ? 
3170,spk1," Sure , let's go . "
3171,spk0,"Could we go over some things , because I think my test score is wrong . "
3171,spk1," What do you think is wrong , the math or the way your answer was scored ? "
3171,spk0, Both . 
3171,spk1," I am willing to take a second look because teachers make mistakes , too . Will that work for you ? "
3171,spk0," Yeah , I'm ready . "
3171,spk1, Check your answers against the ones on the answer sheet and let me know where you see the mistake . 
3171,spk0, These look strange . 
3171,spk1," Yes , I agree ; let's move on to the calculating of the score . Would that be OK ? "
3171,spk0," OK , let's do the calculation . "
3171,spk1, We add all of these up and divide by this and that gives us this percentage . 
3171,spk0, I see . 
3171,spk1," Anytime you have a question , please feel free to ask ! "
3172,spk0,How can I live without Helen ? 
3172,spk1," Get a hold of yourself , Bruce . You'll get over her eventually . "
3173,spk0,Did you hear peter just retired ? 
3173,spk1," Are you sure ? He is quite young , isn't he ? "
3173,spk0, He is not young as he looks . I think he's almost sixty . 
3173,spk1, Really ? He looks so young . 
3174,spk0,"Lodge , You must come around sometime , You have to check out my mew stereo . "
3174,spk1," Sure , When is good time for you ? "
3174,spk0, Can you make it on Tuesday ? 
3174,spk1, What time do you want me there ? 
3174,spk0, Anytime after six will be fine . 
3174,spk1," All right , It's a date . "
3175,spk0,How long have you been living in New York ? 
3175,spk1," Oh , about two years now . "
3175,spk0, Where do your parents live ? 
3175,spk1, They still live in Shanghai where I was born . 
3175,spk0, Do you write or call them very much ? 
3175,spk1," Yes , I try to keep in touch with them . "
3176,spk0,I don't dare ask Jane for a date . 
3176,spk1, You've got no guts ! 
3177,spk0,"Excuse me , what's your name ? "
3177,spk1, My name is Jessica . What's yours ? 
3177,spk0, John . 
3177,spk1, You speak English very well . 
3177,spk0, Thank you . 
3177,spk1, Do you know what time it is ? 
3177,spk0, Sure . It's 5:10 PM . 
3177,spk1, What did you say ? 
3177,spk0, I said it's 5:10 PM . 
3177,spk1, Thanks . 
3177,spk0, You're welcome . 
3178,spk0,Japanese is easy to learn . 
3178,spk1," You're mistaken about it . As a matter of fact , it's very hard . "
3178,spk0, I don't think so.There ' re so many familiar characters and they sound just like Chinese . 
3178,spk1, You're quite right.But many Japanese learners begin with smiles on their faces and end up with tears in their eyes . 
3179,spk0,Today people are hearing about information superhighways and the intermet . 
3179,spk1, Is this change going to be beneficial for theindividuals like you and me . 
3179,spk0," Yes , I think so . My friend once used it mostly to play chess , but now he has learnt how to do other things on the Internet . "
3179,spk1, There's no doubt the Internet will be a powerful commercial medium . It'll connect hundreds of millions of customers and open up huge markets for all kinds of products and services . 
3179,spk0," That's true . I can imagine companies sending advertisements directly to customers over the net . Customers , in turn , can examine and compare whatever goods they want to buy and tell their computers to find them at the best price offered . "
3179,spk1, Yeah . It'll be a shoppers heaven . That's the use of net in E-commerce . 
3180,spk0,What ’ s the problem ? Things are getting out of hand . You keep sticking your nose where it doesn ’ t belong . 
3180,spk1, What do you mean ? 
3180,spk0," Now , I am responsible for training new staff , but you keep overriding my authority by trying to pose your methods . I know you are a hotshot college graduate with something to prove . But I don ’ t like your way . "
3181,spk0,How was your holiday to Cyprus ? 
3181,spk1, It was so fantastic I didn ’ t really want to come home . 
3181,spk0, Did you happen to meet someone ? 
3181,spk1, How did you know ? 
3181,spk0, You always act like this when you ’ Ve fallen in love . Who is he ? How did you meet ? 
3181,spk1, His name is Tony and we met my first night in Pathos . He works with my sister who lives there . 
3181,spk0, Was it love at first sight ? 
3181,spk1," Not really . I wasn ’ t looking for a holiday romance , but my sister told me that she had promised him that she ’ d set him up on blind date with me . I didn ’ t think I ’ d have anything to lose , so I went . "
3181,spk0, And ? 
3181,spk1," Let ’ s just say that by the third date , we both realized that we had fallen in love . "
3181,spk0, That happened quickly ! Are you going to see him again ? 
3181,spk1," Luckily , his company has a position available here , so he ’ s going to see if he can get relocated . "
3181,spk0, It sounds like he is madly in love with you . Are you ready for such a serious relationship ? 
3181,spk1," Well , I ’ m not really a spring chicken anymore . We don ’ t know what will happen . "
3182,spk0,Are you a smoker ? 
3182,spk1," Yes , I ’ m afraid I am . My husband is a smoker too . "
3182,spk0, Would you describe yourself as being a heavy smoker ? 
3182,spk1, No . But my husband smokes 20 or more a day . 
3182,spk0, When did you begin to smoke ? 
3182,spk1, I had my first cigarette when I was 17 . 
3182,spk0, Might I ask if you have tried to give up smoking ? 
3182,spk1, Yes . Twice . 
3183,spk0,what do you hope to do when you finish university ? 
3183,spk1, I ’ d like to go into management . I ’ Ve applied for several jobs already and I ’ m hopeful that I ’ ll get some job offers . How about you ? 
3183,spk0," after I graduate , I have to do some more studies to pass exams to become a lawyer . I think I ’ Ve got a good chance of passing . There ’ s a possibility of getting a job with a law firm in London , provide "
3183,spk1, we both have to overcome several obstacles if we are to achieve our ambitions . 
3183,spk0," if life were easy , then we ’ d achieve our ambition quickly and then get bored . "
3183,spk1," unfortunately , it ’ s inevitable that some people are going to work hard yet not succeed . "
3183,spk0, that ’ s why ambition need to be realistic . You can ’ t achieve something that ’ s totally unrealistic . 
3183,spk1," as long as you plan carefully , most thing are possible . It ’ s always good to have a backup plan in case things go wrong . "
3183,spk0," I think it ’ s important to be successful in a field you are truly interested in , not something that other people force you to be interested it . "
3183,spk1," my father wanted me to become a doctor , but I knew it would be impossible for me to be successful in that field . "
3183,spk0, I hope my parents don ’ t try to interfere in my choice of career . 
3184,spk0,"Hey , Susie , what health club do you belong to ? "
3184,spk1," Total Fitness , why ? "
3184,spk0," Well , I ’ Ve been going to Athletic Express , but I don ’ t like it there . "
3184,spk1, Really ? Why not ? I hear it ’ s pretty good . 
3184,spk0, The people don ’ t really work out there . They just stand around and talk all the time . 
3184,spk1," Oh , it ’ s one of those places . "
3184,spk0," Yeah , is your club different ? "
3184,spk1," Well , they have different rooms . I lift weights by the pool where there aren ’ t so many people . "
3184,spk0, Do they have a lot of equipment ? 
3184,spk1," Yeah , they have all the machines , a pool , and a steam room and sauna . "
3184,spk0, Sounds nice . What about classes ? 
3184,spk1," The usual . Aerobics , kickboxing , yoga . They just started a Tai Chi class too . "
3184,spk0," Wow , that sounds great . "
3184,spk1," Well , I have a guest pass . Why don ’ t you come with me tonight ? "
3184,spk0, Really ? Thanks . I ’ ll stop by when I get off work . 
3184,spk1, Perfect . See you later . 
3184,spk0," O . K . , see you . "
3185,spk0,Do you like traveling ? 
3185,spk1," Yes , I've just come back from Scotland . "
3185,spk0, Where did you visit ? 
3185,spk1, I only had time to visit Edinburgh . 
3185,spk0, How did you like it ? 
3185,spk1, It's fantastic . 
3185,spk0, Why did you go there ? 
3185,spk1, I went there on business . 
3185,spk0, And do you have friends there ? 
3185,spk1," Yes , a lot of friends . "
3185,spk0, You must have enjoyed yourself . 
3185,spk1," Yes , and I look many pictures . "
3186,spk0,"Susan , Did you know the four ugliest women in ancient China ? "
3186,spk1," No , I only know four great beauties of China . "
3186,spk0, There were some famous ugly women in history . 
3186,spk1, Yeah ? Were they famous because of the ugliness ? 
3186,spk0," Though they were ugly , they had great virtue . "
3186,spk1, Then who were they ? 
3186,spk0," Mo Mu , Thong Lichen , Meng Gang and Ran Nv . They were well respected . "
3186,spk1, It seems that the inner beauty is also important . 
3186,spk0, Sometimes the inner beauty is more beautiful . 
3187,spk0,I wonder how Sarah and Mat are . 
3187,spk1, Don't you know they've already broken up ? 
3187,spk0, I'm not surprised . She's a plain Jane . 
3187,spk1, And he's so handsome . 
3188,spk0,What's up ? You look depressed . 
3188,spk1, I just had a quarrel with him . 
3188,spk0, Would you rather I taught him a lesson for you ? 
3188,spk1," No , thanks . "
3189,spk0,"Nowadays , ships and boats are no longer so important in transportation as they used to be . "
3189,spk1," True . With the extension of railways and highways , and the improvement of safety and capacity of airplanes , ships and boats have been giving place to trains , planes and automobiles . "
3189,spk0, I read in the newspapers that the passenger liners from Shanghai to Ningpo and Dalian have been out of business ; and the liners up and down the Yangtze River have been reduced by 70 % . 
3189,spk1," The pace of life of people is now getting faster and faster , so the speed of ships and boats seems to be so slow . I think it may be the reason why people don't like to travel by boat . "
3189,spk0, But the most of the transoceanic cargo transportation is still carried by boat . 
3190,spk0,I always think everybody looks down on me 
3190,spk1, Don't be that negative . 
3190,spk0, How can you be optimistic ? You can see it in their eyes . 
3190,spk1, I find it there is no meaning in living this world . 
3190,spk0, Don't be that negative . 
3190,spk1," Really , life is so boring . "
3191,spk0,"Good afternoon , sir . May I help you ? "
3191,spk1, I booked a table yesterday . 
3191,spk0," What's your name , please ? "
3191,spk1, Smith . 
3191,spk0," A minute , please . ... Yes , this way , please . "
3192,spk0,I'm so glad that the Spring Festival is near at hand . 
3192,spk1, Me too . I like the festival best of all . 
3192,spk0," Think of the big face down the eve , hmm . "
3192,spk1," And special TV programs , fire crackers and the games to play . "
3192,spk0," Hey , do you know any mystery belief serve the festival ? "
3192,spk1, Such as ? 
3192,spk0, You know why fire crackers are set off in festival . 
3192,spk1, Why ? To welcome the new year of course ? 
3192,spk0, And also to frighten away evil spirits . 
3192,spk1, Really ? 
3192,spk0, And my parents say the whole year will be as good or as bad as new year day itself and bad or rude words on the day will bring a bad year . 
3192,spk1," Oh , that's why my parents never scold me that day . They always try to avoid tears and quarrels . "
3193,spk0,"Mom , did you feel the earthquake this afternoon ? "
3193,spk1," Oh , that scared me . "
3193,spk0, The breaking news just reported some houses were destroyed by the earthquake . 
3193,spk1," Oh , dear ! How ruthless ! "
3193,spk0, Do you think we can donate some clothes and food for the victims ? 
3193,spk1, Why not ? That's a good idea to help them . 
3194,spk0,It's really late but I'm starving . 
3194,spk1," Hey , that coffee shop's lights are still on . "
3194,spk0, Maybe they have some good pie . 
3194,spk1, I would love a really sticky cinnamon bun . 
3194,spk0, There was a coffee shop by my house when I was a kid that served cinnamon hot chocolate . 
3194,spk1, Mmmm . That sounds like something I had in Mexico once . 
3194,spk0," Good stuff ... Oh , no . The door is locked . "
3194,spk1, Ohhhhh ! And I just got all my juices going ! 
3195,spk0,How have you been ? 
3195,spk1," Fine , thank you . "
3195,spk0, And how ’ s everyone in your family ? 
3195,spk1," Very well , thank you . I ’ m meeting my wife and daughter for lunch at 12:00 , would you care to join us ? "
3195,spk0, I ’ d love to but I ’ m afraid I can ’ t . I ’ Ve already got a lunch engagement . 
3196,spk0,"How was your first date , David ? Are you satisfied with Jane ? "
3196,spk1," It was all right . She , tall and attractive , has stable job and source of income . "
3196,spk0," Yes , so I think she is suitable for you . "
3196,spk1," But , well ... what I want to say is ... "
3196,spk0, Stop acting like this . Say away ! 
3196,spk1, Her standard for selecting life partner is a little higher . I can not accept that . 
3196,spk0, What did she say ? 
3196,spk1," She said she want a man with large house , luxurious car and healthy parents . "
3196,spk0, Give her up . 
3197,spk0,"I wonder what he looks like . Oh , I can't wait to see him ! His email said he'd be wearing a white hat . ( looking around for him ) oh , there he is . "
